[0, 0, 0, 0, 0, 22, 698, 4043, 15806, 9703, 4349, 3191, 3050, 3488, 3176, 2823, 2525, 3547, 4619, 2281, 1242, 787, 594, 77]
[0, 0, 0, 0, 0, 20, 626, 3916, 15538, 9878, 4196, 3219, 3211, 3430, 3118, 2769, 2538, 3149, 3941, 2075, 1047, 699, 640, 89]
[0, 0, 0, 0, 0, 28, 637, 3772, 15321, 9424, 4245, 3251, 3263, 3732, 3627, 3050, 3029, 3753, 5326, 2874, 1528, 1073, 829, 177]
[0, 0, 0, 0, 0, 25, 386, 1181, 2888, 3512, 4290, 5090, 4971, 6119, 6090, 5260, 4921, 4523, 3764, 2987, 2027, 1080, 676, 124]
[0, 0, 0, 0, 0, 19, 311, 728, 2043, 2589, 3479, 4678, 4745, 5445, 5753, 4882, 4375, 3789, 2851, 2279, 1536, 808, 636, 177]
[0, 0, 0, 0, 0, 10, 308, 1192, 2482, 2676, 2759, 3362, 3408, 4148, 4041, 3459, 2568, 2283, 1587, 1172, 835, 597, 486, 251]
[0, 0, 0, 0, 0, 21, 672, 4093, 15628, 9698, 3880, 2729, 2786, 2882, 2584, 2095, 1892, 2557, 3174, 1561, 833, 645, 524, 89]
[0, 0, 0, 0, 0, 22, 689, 4120, 15870, 9787, 4354, 3243, 3299, 3584, 3246, 2858, 2490, 3253, 4145, 2178, 1152, 880, 662, 98]
[0, 0, 0, 0, 0, 14, 677, 4017, 15785, 9612, 4517, 3241, 3294, 3630, 3242, 2846, 2541, 3283, 4086, 2006, 1061, 844, 636, 111]
[0, 0, 0, 0, 1, 23, 726, 4188, 15660, 9603, 4513, 3548, 3552, 3828, 3495, 3302, 3186, 4257, 5647, 3257, 1680, 1142, 923, 172]
[0, 0, 0, 0, 0, 20, 468, 1551, 4106, 4379, 4691, 5112, 4869, 5753, 5759, 5208, 4774, 4988, 3930, 2814, 1771, 1134, 776, 143]
[0, 0, 0, 0, 0, 19, 355, 1109, 3197, 3928, 4347, 4594, 4584, 5233, 5304, 4390, 3985, 3833, 2829, 1896, 1337, 883, 584, 146]
[0, 0, 0, 0, 0, 22, 688, 4377, 16280, 9968, 4129, 3115, 3113, 3330, 2837, 2501, 2266, 2904, 3537, 1871, 1040, 717, 523, 76]
[0, 0, 0, 0, 0, 14, 635, 4021, 16160, 9794, 4149, 2999, 3061, 3213, 3013, 2582, 2441, 3102, 3853, 2106, 1121, 851, 618, 89]
[0, 0, 0, 0, 0, 19, 672, 4217, 15619, 10181, 4492, 3493, 3244, 3672, 3289, 2867, 2617, 3575, 4290, 2348, 1228, 877, 606, 99]
[0, 0, 0, 0, 0, 26, 653, 3928, 15418, 9856, 4432, 3264, 3276, 3603, 3240, 2734, 2375, 3447, 4367, 2208, 1234, 954, 655, 109]
[0, 0, 0, 0, 0, 28, 683, 4218, 15706, 9442, 4359, 3459, 3454, 3701, 3472, 3218, 2967, 4223, 5695, 3109, 1683, 1043, 849, 194]
[0, 0, 0, 0, 0, 21, 526, 1521, 3728, 4248, 5044, 5095, 4862, 5304, 5764, 4946, 4743, 4663, 3757, 2890, 1776, 1266, 837, 156]
[0, 0, 0, 0, 1, 14, 328, 1031, 3092, 3580, 4028, 4544, 4179, 4825, 4811, 3835, 3283, 3009, 2244, 1590, 1122, 676, 575, 114]
[0, 0, 0, 0, 0, 25, 673, 4137, 16011, 10196, 3892, 2716, 2726, 3037, 2690, 2429, 2095, 2912, 3468, 1923, 1038, 793, 563, 111]
[0, 0, 0, 0, 0, 19, 750, 4329, 16163, 9602, 4518, 3239, 3155, 3620, 3254, 2830, 2490, 3381, 4143, 2358, 1227, 850, 616, 78]
[0, 0, 0, 0, 0, 15, 756, 3996, 15592, 10120, 4412, 3357, 3235, 3522, 3170, 2773, 2622, 3748, 4481, 2342, 1259, 923, 668, 100]
[0, 0, 0, 0, 0, 16, 723, 4110, 15889, 9626, 4434, 3220, 3106, 3572, 3391, 2791, 2696, 3512, 4474, 2511, 1280, 972, 680, 125]
[0, 0, 0, 0, 0, 25, 714, 4012, 15701, 9442, 4368, 3365, 3516, 3797, 3309, 3242, 3106, 4147, 5647, 3427, 1821, 1194, 880, 155]
[0, 0, 0, 0, 0, 25, 490, 1600, 3818, 4381, 4888, 4897, 4859, 5484, 5398, 5006, 4912, 5068, 4076, 3212, 2156, 1154, 878, 124]
[0, 0, 0, 0, 0, 10, 313, 1078, 3457, 4009, 4501, 4565, 4408, 4824, 5098, 4466, 3882, 3687, 2953, 2332, 1394, 869, 622, 166]
[0, 0, 0, 0, 0, 22, 731, 4410, 16408, 9697, 4015, 2831, 2990, 3427, 2953, 2541, 2545, 3055, 4085, 2206, 1202, 845, 565, 80]
[0, 0, 0, 0, 0, 33, 705, 4263, 15848, 9692, 4208, 3167, 3069, 3550, 3095, 2692, 2682, 3509, 4149, 2416, 1222, 980, 602, 121]
[0, 0, 0, 0, 0, 20, 639, 4099, 15895, 9225, 4279, 3267, 3271, 3409, 3129, 2796, 2699, 3495, 4302, 2281, 1194, 903, 685, 112]
[0, 0, 0, 0, 0, 27, 680, 3972, 15296, 9051, 4274, 3527, 3681, 3789, 3608, 3340, 3540, 4530, 5816, 3648, 2155, 1432, 928, 220]
